Date,Temperature,Humidity,Precipitation
290,78,63,6
291,54,11,46
292,79,61,49
293,75,14,90
294,61,72,98
295,53,96,26
296,74,67,5
297,72,53,61
298,69,42,23
299,67,5,81
300,65,24,40
301,54,35,9
302,65,73,22
303,79,45,32
304,70,33,74
305,80,53,81
306,75,93,62
307,55,19,47
308,58,53,83
309,60,67,1
310,64,45,80
311,80,38,17
312,75,33,99
313,53,100,64
314,65,89,78
315,70,47,11
316,57,60,99
317,69,87,46
318,58,19,94
319,77,3,83
320,69,94,11
321,58,44,16
322,63,6,11
323,54,89,33
324,62,82,82
325,79,53,71
326,59,95,53
327,52,82,13
328,69,49,92
329,64,54,36
330,69,1,14
331,80,13,54
332,58,22,79
333,71,61,0
334,50,44,81
335,64,67,34
336,50,93,30
337,76,80,48
338,55,6,50
339,67,60,12
340,67,32,11
341,80,44,3
342,55,30,62
343,57,17,24
344,76,62,34
345,63,55,85
346,70,48,0
347,61,29,58
348,72,3,5
349,67,49,54
350,76,16,63
351,55,54,41
352,57,87,45
353,77,55,80
354,76,17,50
355,48,44,98
356,40,100,71
357,37,26,32
358,40,72,76
359,45,26,41
360,34,48,64
361,27,55,32
362,43,47,23
363,39,62,28
364,40,91,21
1,32,83,4
2,23,1,34
3,47,20,97
4,29,51,50
5,50,9,25
6,34,36,8
7,20,34,100
8,43,44,18
9,20,89,39
10,30,97,16
11,45,41,95
12,47,40,65
13,39,51,24
14,28,41,94
15,48,83,47
16,44,0,4
17,37,89,21
18,26,46,15
19,39,71,87
20,35,83,87
21,43,76,70
22,50,50,94
23,29,13,35
24,45,64,85
25,47,68,85
26,21,42,99
27,37,79,84
28,42,52,41
29,33,25,52
30,38,31,93
31,48,53,35
32,45,12,34
33,21,40,87
34,23,39,60
35,30,89,68
36,22,59,57
37,40,19,29
38,24,53,81
39,46,65,91
40,50,49,95
41,32,46,21
42,21,32,13
43,38,86,68
44,34,21,21
45,41,43,16
46,39,31,3
47,21,48,55
48,35,74,52
49,44,45,23
50,40,18,43
51,48,71,51
52,35,95,23
53,39,49,36
54,34,78,2
55,46,92,41
56,27,39,55
57,28,29,45
58,44,38,86
59,47,89,60
60,28,90,65
61,26,11,33
62,39,63,63
63,46,70,43
64,43,44,21
65,35,10,50
66,21,93,84
67,47,50,16
68,39,9,64
69,29,87,80
70,41,72,35
71,30,19,31
72,38,23,54
73,25,99,10
74,41,91,9
75,38,23,48
76,38,63,14
77,40,92,12
78,45,28,33
79,50,93,16
80,23,13,83
81,50,84,3
82,41,14,13
83,50,100,9
84,39,29,9
85,35,87,92
86,28,33,44
87,49,26,79
88,23,71,83
89,35,15,35
90,25,85,5
91,46,37,37
92,25,52,11
93,78,23,22
94,47,72,97
95,41,70,8
96,43,73,52
97,44,55,60
98,74,37,34
99,42,32,99
100,41,5,26
101,72,30,81
102,76,53,34
103,72,2,6
104,60,31,83
105,69,60,43
106,76,21,46
107,64,75,70
108,62,92,61
109,55,8,54
110,50,7,66
111,60,86,5
112,75,87,32
113,68,86,19
114,48,48,45
115,80,99,31
116,64,15,37
117,62,25,5
118,60,42,4
119,63,10,82
120,70,27,47
121,48,20,13
122,64,38,63
123,61,86,0
124,42,64,38
125,51,26,80
126,79,66,65
127,42,4,50
128,47,82,45
129,52,29,79
130,77,0,28
131,64,13,59
132,59,60,59
133,66,73,0
134,44,11,55
135,77,64,36
136,56,9,82
137,51,50,19
138,75,33,70
139,55,4,68
140,55,24,61
141,73,54,28
142,55,57,66
143,66,79,27
144,66,28,82
145,73,97,20
146,66,40,15
147,65,18,20
148,49,27,89
149,51,73,25
150,45,43,85
151,55,63,62
152,42,5,11
153,43,29,49
154,57,24,54
155,53,13,26
156,44,49,39
157,64,37,80
158,79,58,88
159,79,37,62
160,71,1,38
161,53,33,22
162,50,54,72
163,79,16,61
164,79,89,46
165,48,98,100
166,51,2,64
167,66,72,59
168,76,91,59
169,44,95,3
170,43,11,21
171,106,99,1
172,83,94,7
173,108,70,2
174,105,42,4
175,73,42,32
176,98,76,29
177,94,93,15
178,105,75,71
179,90,67,46
180,77,60,38
181,86,28,2
182,82,84,94
183,90,54,98
184,87,24,79
185,74,98,50
186,100,64,10
187,88,10,25
188,105,33,78
189,110,65,6
190,79,93,70
191,95,88,87
192,86,76,52
193,80,27,3
194,77,81,40
195,85,60,82
196,87,43,43
197,101,36,2
198,104,45,38
199,104,37,66
200,79,50,19
201,86,33,6
202,93,8,15
203,71,44,76
204,92,72,11
205,84,79,41
206,85,47,79
207,73,90,90
208,103,35,42
209,86,91,100
210,73,14,93
211,94,47,2
212,104,30,3
213,102,80,64
214,80,32,80
215,106,75,73
216,107,18,68
217,102,84,68
218,87,49,32
219,105,11,15
220,100,85,41
221,75,37,23
222,104,44,56
223,106,7,13
224,103,40,73
225,81,16,3
226,81,18,98
227,92,60,30
228,93,86,14
229,87,16,23
230,80,84,42
231,94,27,99
232,77,70,4
233,90,6,96
234,95,55,15
235,78,11,88
236,105,4,95
237,92,77,11
238,97,22,67
239,106,47,33
240,77,50,63
241,93,45,31
242,92,16,45
243,96,56,52
244,109,27,3
245,108,83,76
246,105,49,87
247,84,55,3
248,85,26,76
249,88,72,50
250,98,28,72
251,85,76,15
252,78,23,73
253,84,62,86
254,88,64,5
255,74,99,65
256,76,99,10
257,87,83,33
258,100,56,22
259,97,58,89
260,70,64,69
261,89,83,45
262,92,19,60
263,100,72,81
264,53,19,72
265,53,29,77
266,57,26,26
267,59,77,71
268,55,52,77
269,70,34,86
270,73,86,82
271,69,40,69
272,74,71,3
273,50,20,42
274,65,13,53
275,58,62,30
276,57,67,66
277,59,100,79
278,79,4,91
279,67,15,4
280,66,31,82
281,57,54,79
282,62,52,59
283,58,66,97
284,64,65,32
285,53,75,88
286,55,89,27
287,59,39,30
288,57,78,66
289,71,42,19
290,65,55,70
291,74,67,24
292,52,33,60
293,69,55,44
294,59,75,36
295,61,58,40
296,59,62,70
297,66,53,87
298,50,18,62
299,63,27,76
300,59,76,59
301,76,26,19
302,63,76,67
303,50,67,80
304,51,30,91
305,72,0,55
306,60,68,59
307,77,5,87
308,50,73,26
309,71,7,18
310,79,10,100
311,80,84,58
312,50,49,68
313,63,27,98
314,72,31,5
315,55,17,93
316,74,90,62
317,63,99,85
318,80,33,27
319,75,92,88
320,71,24,95
321,79,57,85
322,56,3,11
323,72,46,14
324,53,20,15
325,53,74,91
326,54,15,35
327,76,54,55
328,50,98,41
329,65,98,91
330,80,56,51
331,50,59,92
332,66,5,36
333,78,77,43
334,55,23,97
335,52,15,0
336,63,20,44
337,79,63,41
338,64,72,23
339,66,99,70
340,59,14,70
341,60,82,80
342,66,60,76
343,73,72,68
344,50,76,90
345,56,40,93
346,64,49,94
347,78,91,10
348,51,91,20
349,63,28,84
350,54,32,7
351,63,47,88
352,52,92,12
353,76,15,18
354,66,16,65
355,41,27,65
356,50,77,76
357,48,61,67
358,44,79,57
359,38,80,48
360,35,16,54
361,42,93,23
362,38,45,42
363,32,26,85
364,35,88,61
1,39,51,33
2,22,33,44
3,29,78,46
4,38,100,62
5,38,30,93
6,37,54,90
7,29,12,12
8,27,34,54
9,50,40,69
10,46,48,4
11,48,28,38
12,25,55,80
13,36,60,61
14,36,1,61
15,41,93,57
16,49,45,81
17,34,46,55
18,35,44,41
19,20,34,30
20,45,18,70
21,26,47,11
22,49,91,45
23,37,25,71
24,32,66,20
25,45,92,12
26,36,89,7
27,47,74,56
28,47,5,84
29,39,98,76
30,39,33,68
31,47,6,0
32,36,55,63
33,44,82,19
34,43,58,0
35,47,32,15
36,28,0,22
37,31,54,100
38,20,74,93
39,50,28,78
40,50,10,99
41,50,77,95
42,30,59,71
43,45,59,91
44,22,48,35
45,22,32,27
46,28,6,31
47,31,39,5
48,45,81,49
49,27,55,90
50,28,13,54
51,43,90,20
52,27,5,83
53,26,0,43
54,49,60,49
55,31,30,93
56,41,65,98
57,30,7,49
58,44,63,27
59,23,82,97
60,45,45,11
61,50,40,33
62,28,95,53
63,44,20,24
64,28,46,98
65,50,28,7
66,35,66,7
67,30,74,61
68,22,70,23
69,25,87,65
70,49,99,73
71,30,30,11
72,40,72,31
73,38,5,40
74,26,37,78
75,50,85,87
76,29,75,86
77,25,62,40
78,38,79,39
79,22,0,90
80,43,75,60
81,41,99,11
82,20,66,94
83,33,20,43
84,25,100,26
85,48,21,11
86,40,27,73
87,39,75,57
88,43,77,59
89,46,66,100
90,45,64,7
91,44,47,2
92,35,71,99
93,76,26,87
94,52,28,71
95,52,43,5
96,69,98,38
97,65,100,41
98,48,22,55
99,80,30,74
100,54,11,100
101,73,28,15
102,62,47,86
103,50,83,6
104,40,43,85
105,40,72,11
106,49,41,91
107,77,7,1
108,41,41,39
109,64,51,89
110,58,33,45
111,41,76,89
112,78,7,52
113,73,55,4
114,77,83,30
115,48,79,67
116,50,18,37
117,42,98,32
118,51,54,1
119,74,92,50
120,57,24,37
121,72,40,36
122,78,32,81
123,60,14,70
124,60,4,87
125,53,37,61
126,45,36,44
127,66,61,92
128,49,84,35
129,69,63,43
130,55,46,62
131,58,24,6
132,77,11,77
133,76,56,60
134,41,94,75
135,56,41,88
136,63,0,29
137,63,17,88
138,48,19,71
139,76,3,43
140,66,70,25
141,61,4,42
142,63,83,34
143,46,11,58
144,40,55,9
145,72,23,27
146,68,62,25
147,70,82,19
148,45,74,43
149,59,21,73
150,53,21,91
151,41,70,73
152,49,90,30
153,49,74,17
154,51,24,5
155,69,76,27
156,63,82,35
157,46,82,3
158,54,74,97
159,62,31,27
160,46,35,15
161,40,28,63
162,66,19,61
163,63,61,64
164,40,44,90
165,46,17,100
166,72,16,41
167,55,71,44
168,52,1,2
169,62,96,4
170,51,41,38
171,94,100,18
172,86,63,45
173,79,25,90
174,90,60,90
175,86,87,96
176,84,25,8
177,108,48,31
178,95,49,98
179,87,9,23
180,83,75,79
181,93,57,33
182,78,52,11
183,74,59,69
184,71,93,6
185,87,77,35
186,109,87,78
187,71,2,21
188,82,71,85
189,71,41,75
190,79,18,88
191,78,96,32
192,91,61,82
193,107,52,86
194,99,18,50
195,70,5,71
196,80,65,94
197,70,64,50
198,75,27,12
199,105,23,92
200,100,64,42
201,94,19,92
202,74,83,94
203,94,18,4
204,86,19,82
205,101,57,21
206,82,93,85
207,85,53,84
208,79,13,87
209,100,63,81
210,102,50,50
211,76,89,44
212,90,84,7
213,74,35,67
214,97,6,6
215,98,23,48
216,109,64,81
217,90,46,40
218,75,36,88
219,72,19,57
220,74,43,94
221,100,60,77
222,103,98,50
223,99,93,32
224,73,8,93
225,71,85,10
226,88,99,11
227,80,33,80
228,81,44,93
229,70,63,75
230,100,29,86
231,93,52,50
232,103,38,69
233,79,51,58
234,73,56,9
235,93,29,8
236,78,19,82
237,89,34,82
238,107,7,12
239,100,30,6
240,105,17,80
241,73,94,13
242,100,59,21
243,73,81,66
244,74,8,32
245,70,72,10
246,78,17,96
247,78,13,43
248,106,13,28
249,107,98,100
250,99,44,77
251,87,96,26
252,106,64,73
253,79,32,62
254,72,50,39
255,73,25,42
256,83,77,17
257,108,13,63
258,71,29,46
259,79,76,77
260,75,5,12
261,75,42,100
262,84,2,8
263,99,21,35
264,72,100,4
265,63,28,72
266,70,3,35
267,73,68,74
268,78,12,100
269,60,62,80
270,76,60,91
271,74,39,55
272,65,83,47
273,78,91,62
274,53,63,29
275,72,69,20
276,67,64,19
277,80,22,33
278,62,89,2
279,65,37,93
280,80,93,23
281,54,37,24
282,72,62,65
283,50,19,72
284,62,83,46
285,67,58,83
286,54,60,88
287,79,27,3
288,54,83,78
289,53,83,47
290,63,71,99
291,68,99,96
292,64,13,56
293,57,40,87
294,70,74,29
295,55,92,98
296,50,47,60
297,64,49,10
298,57,90,7
299,52,75,45
300,77,8,6
301,52,85,64
302,57,96,20
303,59,10,55
304,60,89,26
305,60,65,25
306,79,97,56
307,79,49,75
308,77,81,92
309,57,99,0
310,65,7,66
311,50,89,84
312,76,30,73
313,74,35,73
314,80,58,55
315,66,51,2
316,78,62,78
317,71,67,66
318,60,85,88
319,55,38,20
320,77,97,57
321,56,19,39
322,60,21,72
323,68,14,73
324,78,19,72
325,80,75,22
326,74,12,96
327,62,55,67
328,61,34,99
329,56,28,54
330,68,46,66
331,68,79,9
332,68,40,40
333,70,74,98
334,67,66,2
335,69,4,50
336,57,20,68
337,69,58,18
338,65,45,48
339,52,44,3
340,78,98,42
341,78,50,60
342,54,63,34
343,60,39,55
344,61,36,60
345,59,9,7
346,79,71,58
347,79,92,19
348,75,55,52
349,64,72,60
350,65,17,98
351,68,61,42
352,72,65,84
353,79,0,48
354,65,89,33
355,39,54,70
356,34,19,5
357,38,7,13
358,38,71,1
359,30,80,20
360,48,37,47
361,41,30,19
362,32,61,1
363,46,29,79
364,31,70,32
1,22,70,92
2,21,9,45
3,33,68,0
4,21,24,4
5,33,83,92
6,29,15,3
7,32,35,5
8,37,10,31
9,44,29,95
10,40,88,1
11,38,92,86
12,20,36,90
13,42,77,17
14,50,47,23
15,37,23,35
16,29,99,15
17,23,34,67
18,39,24,84
19,25,87,97
20,47,59,88
21,50,96,10
22,30,66,38
23,38,17,25
24,27,23,28
25,50,68,61
26,39,57,77
27,27,20,73
28,44,11,56
29,47,59,34
30,32,26,2
31,29,7,5
32,25,71,72
33,50,29,93
34,36,97,31
35,49,67,41
36,28,87,56
37,20,74,42
38,36,80,94
39,38,67,44
40,49,47,75
41,34,37,82
42,35,15,99
43,20,18,79
44,47,45,68
45,49,3,15
46,35,64,27
47,46,85,36
48,48,37,84
49,39,7,82
50,39,10,42
51,36,52,12
52,48,10,60
53,46,80,31
54,36,87,18
55,39,53,61
56,39,9,94
57,48,77,78
58,28,5,53
59,39,17,81
60,43,23,40
61,45,48,73
62,32,70,56
63,47,57,55
64,48,1,76
65,30,55,72
66,46,8,59
67,50,56,82
68,22,83,14
69,42,2,20
70,23,11,31
71,26,46,15
72,23,93,77
73,44,36,48
74,24,78,21
75,27,53,40
76,22,62,28
77,43,36,91
78,42,28,38
79,36,87,8
80,23,64,76
81,31,14,1
82,20,9,56
83,24,28,73
84,35,41,91
85,31,19,25
86,35,59,87
87,40,56,88
88,41,2,92
89,25,31,11
90,30,25,97
91,23,45,48
92,32,67,11
93,48,20,56
94,63,14,38
95,44,37,51
96,71,80,62
97,79,85,54
98,79,63,46
99,73,91,51
100,64,35,90
101,45,88,39
102,59,64,68
103,69,37,87
104,61,16,22
105,74,33,12
106,75,54,10
107,61,33,47
108,79,34,79
109,60,52,100
110,51,72,83
111,44,51,5
112,65,51,81
113,56,100,96
114,52,4,7
115,57,93,49
116,47,62,44
117,48,58,24
118,47,78,81
119,58,33,50
120,48,61,85
121,55,23,66
122,74,80,68
123,69,48,24
124,55,51,89
125,40,16,8
126,76,9,42
127,71,41,57
128,73,45,27
129,75,31,20
130,53,31,63
131,52,68,92
132,68,22,32
133,57,6,89
134,63,61,58
135,58,50,55
136,77,43,33
137,40,47,99
138,70,45,100
139,75,37,39
140,45,78,26
141,46,94,28
142,60,30,91
143,45,32,27
144,64,9,60
145,74,100,94
146,48,43,74
147,67,82,46
148,56,25,70
149,76,57,80
150,78,87,28
151,64,83,40
152,59,10,71
153,56,4,8
154,67,75,80
155,61,43,65
156,60,38,61
157,40,50,96
158,74,45,49
159,42,15,34
160,51,20,40
161,44,64,50
162,56,41,23
163,70,5,11
164,40,58,91
165,46,43,42
166,44,13,6
167,46,62,61
168,67,98,87
169,66,96,26
170,67,43,56
171,102,68,98
172,84,46,36
173,72,8,0
174,70,27,28
175,76,18,3
176,82,86,85
177,83,88,29
178,106,80,47
179,90,22,30
180,88,65,39
181,71,85,12
182,85,8,33
183,87,19,87
184,93,46,49
185,91,28,67
186,110,31,75
187,77,81,22
188,93,7,51
189,104,96,92
190,95,0,46
191,104,87,46
192,78,40,55
193,85,59,21
194,82,31,67
195,101,56,89
196,109,77,38
197,100,45,75
198,91,97,67
199,109,20,80
200,106,3,24
201,109,7,82
202,96,61,8
203,87,6,70
204,78,56,19
205,98,67,58
206,86,21,8
207,109,98,33
208,88,19,60
209,76,1,69
210,92,2,99
211,107,38,84
212,94,94,68
213,95,51,3
214,102,6,26
215,74,85,73
216,72,32,8
217,108,76,94
218,78,83,72
219,90,16,19
220,84,75,92
221,76,9,30
222,97,23,40
223,74,40,50
224,76,23,28
225,80,25,30
226,108,38,73
227,71,69,60
228,100,49,80
229,102,37,71
230,110,21,84
231,96,34,87
232,94,51,22
233,102,1,82
234,90,47,79
235,110,70,8
236,99,91,14
237,107,54,99
238,73,21,95
239,92,69,21
240,75,94,20
241,96,93,81
242,108,38,99
243,104,40,39
244,110,78,55
245,83,30,67
246,74,54,14
247,98,23,62
248,81,37,4
249,71,59,52
250,82,11,5
251,70,18,12
252,81,83,35
253,84,66,43
254,93,1,57
255,76,27,54
256,82,60,57
257,109,27,39
258,93,82,19
259,92,56,3
260,104,66,63
261,85,45,82
262,79,14,27
263,73,25,59
264,52,0,94
265,79,68,64
266,54,13,22
267,68,0,49
268,80,50,29
269,74,90,16
270,75,8,93
271,63,95,86
272,80,27,5
273,62,43,7
274,78,8,37
275,80,26,64
276,52,11,51
277,61,36,2
278,59,7,67
279,60,54,3
280,74,12,4
281,72,43,15
282,70,33,31
283,54,44,82
284,80,19,45
285,77,76,0
286,60,32,86
287,68,72,50
288,54,73,28
289,79,23,88
290,79,80,15
291,52,81,94
292,68,81,2
293,50,100,69
294,65,20,37
295,78,61,86
296,77,31,27
297,73,53,46
298,71,60,18
299,78,8,88
300,58,48,65
301,61,54,56
302,77,13,96
303,76,38,36
304,64,26,34
305,68,69,44
306,69,27,52
307,72,73,28
308,52,19,20
309,73,22,84
310,57,97,36
311,76,0,84
312,79,79,55
313,78,18,72
314,77,94,27
315,69,82,14
316,61,86,15
317,64,35,64
318,63,86,65
319,69,46,47
320,63,91,85
321,60,65,71
322,69,85,94
323,62,65,43
324,69,50,56
325,54,96,45
326,58,22,79
327,63,36,94
328,55,93,20
329,74,31,53
330,56,8,93
331,57,76,93
332,53,52,91
333,70,65,40
334,62,40,32
335,67,79,6
336,70,74,65
337,60,81,57
338,70,71,36
339,76,45,9
340,69,60,57
341,61,43,3
342,50,85,78
343,80,34,3
344,74,50,73
345,65,12,21
346,78,29,40
347,64,19,20
348,74,66,95
349,79,6,47
350,57,43,56
351,64,100,70
352,59,96,8
353,54,53,43
354,80,8,40
355,22,39,88
356,32,67,8
357,28,93,3
358,49,32,20
359,25,90,72
360,38,6,92
361,47,7,18
362,22,0,96
363,43,56,39
364,49,5,9
1,41,70,96
2,25,32,97
3,45,92,53
4,42,90,84
5,44,73,54
6,20,71,98
7,43,27,20
8,50,47,50
9,32,39,46
10,31,52,93
11,43,25,58
12,34,4,66
13,49,85,93
14,38,54,40
15,21,80,9
16,41,45,13
17,23,25,15
18,29,63,20
19,31,15,72
20,48,65,64
21,21,23,98
22,27,98,2
23,27,46,97
24,46,75,100
25,28,84,16
26,37,63,60
27,49,35,33
28,31,30,22
29,36,47,98
30,36,6,41
31,50,13,50
32,21,36,35
33,41,26,45
34,32,6,63
35,32,14,22
36,49,84,35
37,43,23,81
38,44,23,69
39,41,100,88
40,38,96,24
41,41,40,78
42,35,66,0
43,32,70,73
44,20,31,18
45,23,100,59
46,31,21,62
47,47,63,66
48,43,37,86
49,37,39,88
50,49,25,27
51,21,58,30
52,35,50,50
53,44,9,72
54,37,20,91
55,44,39,1
56,50,18,59
57,24,21,74
58,23,90,10
59,39,29,56
60,37,99,50
61,30,65,24
62,26,96,9
63,22,25,73
64,31,71,48
65,23,53,46
66,48,48,31
67,27,77,28
68,49,91,58
69,44,31,9
70,33,96,71
71,42,76,77
72,47,67,9
73,40,5,45
74,40,51,86
75,31,19,17
76,26,32,6
77,34,40,63
78,27,45,97
79,24,41,62
80,50,91,93
81,50,37,69
82,21,59,42
83,21,51,69
84,26,98,47
85,26,14,86
86,40,53,92
87,49,27,12
88,33,85,21
89,36,16,89
90,29,54,10
91,35,75,19
92,42,17,59
93,62,90,2
94,42,47,28
95,46,61,16
96,55,4,15
97,62,92,65
98,50,11,46
99,46,33,20
100,69,33,53
101,70,92,89
102,43,8,32
103,69,80,31
104,68,3,82
105,56,84,32
106,52,72,54
107,56,23,4
108,55,90,29
109,43,52,8
110,47,48,62
111,64,0,82
112,63,39,32
113,70,14,89
114,65,63,21
115,76,94,24
116,65,92,64
117,44,75,0
118,60,45,26
119,54,24,95
120,66,96,92
121,52,74,36
122,61,3,95
123,53,29,99
124,66,30,64
125,53,75,37
126,61,53,93
127,74,42,53
128,56,81,32
129,64,54,30
130,49,52,49
131,65,16,98
132,60,48,83
133,71,13,55
134,58,30,21
135,42,30,2
136,71,58,26
137,56,16,70
138,67,74,86
139,69,9,55
140,73,55,64
141,45,94,74
142,62,23,84
143,57,94,37
144,74,39,89
145,42,79,10
146,52,100,11
147,40,56,2
148,58,50,34
149,58,22,32
150,45,25,52
151,51,77,78
152,64,37,81
153,75,84,87
154,78,68,83
155,70,35,35
156,71,31,9
157,41,32,2
158,70,84,36
159,48,45,11
160,56,47,74
161,60,20,0
162,69,48,92
163,40,55,47
164,51,5,69
165,49,29,12
166,73,67,97
167,46,27,32
168,80,33,24
169,80,66,68
170,52,17,24
171,70,22,22
172,107,13,43
173,81,57,24
174,76,95,56
175,72,2,96
176,109,67,63
177,82,14,11
178,84,54,89
179,80,24,71
180,101,22,90
181,94,88,64
182,105,66,74
183,83,11,81
184,105,21,17
185,88,67,77
186,98,30,58
187,80,64,77
188,102,53,80
189,101,94,53
190,92,13,84
191,92,100,64
192,103,95,92
193,87,8,18
194,106,63,91
195,96,58,51
196,103,8,97
197,88,11,62
198,93,68,16
199,103,5,44
200,98,87,67
201,102,32,98
202,74,20,95
203,82,61,21
204,77,94,82
205,84,83,98
206,104,16,25
207,100,28,64
208,96,89,18
209,77,92,42
210,106,76,53
211,81,22,64
212,100,58,33
213,95,63,14
214,80,14,43
215,110,68,83
216,107,26,95
217,102,37,13
218,86,43,49
219,91,91,90
220,89,96,8
221,99,53,74
222,86,59,61
223,76,72,54
224,94,33,50
225,107,45,66
226,105,28,4
227,106,27,30
228,93,50,74
229,103,58,83
230,108,90,14
231,109,87,56
232,101,26,44
233,94,74,29
234,95,52,31
235,106,50,97
236,95,29,1
237,73,65,41
238,106,47,66
239,108,10,24
240,100,19,57
241,96,29,48
242,76,91,24
243,78,67,55
244,87,62,77
245,107,52,95
246,85,43,37
247,99,19,90
248,92,88,90
249,95,68,25
250,92,68,53
251,70,34,76
252,70,87,55
253,97,76,1
254,110,56,30
255,76,88,87
256,73,91,40
257,97,10,98
258,88,49,56
259,81,34,84
260,105,27,4
261,98,26,7
262,104,94,28
263,106,49,11
264,78,71,39
265,51,50,25
266,67,29,87
267,57,54,42
268,54,10,14
269,75,54,89
270,76,43,66
271,57,63,80
272,58,56,14
273,72,6,46
274,63,72,7
275,67,64,34
276,55,33,91
277,52,89,65
278,66,57,86
279,73,13,97
280,63,35,39
281,66,59,43
282,72,64,13
283,65,0,60
284,63,38,57
285,80,68,73
286,73,95,99
287,61,53,84
288,52,61,26
289,57,27,89
290,58,73,78
291,66,42,90
292,64,23,4
293,52,44,29
294,79,45,55
295,51,66,19
296,76,90,56
297,72,82,27
298,79,51,14
299,58,61,86
300,72,3,47
301,56,13,92
302,64,56,18
303,57,37,9
304,75,5,39
305,76,35,85
306,66,66,13
307,77,35,27
308,66,22,3
309,60,2,19
310,54,48,62
311,77,29,26
312,76,28,90
313,51,76,16
314,56,82,79
315,51,83,71
316,57,44,90
317,61,94,44
318,50,41,41
319,59,53,16
320,55,45,0
321,75,7,44
322,65,78,64
323,70,8,59
324,79,85,99
325,71,50,59
326,54,6,91
327,60,58,92
328,76,0,55
329,72,87,53
330,71,63,70
331,56,83,6
332,59,81,16
333,68,68,5
334,54,65,48
335,51,22,65
336,61,89,78
337,55,71,61
338,80,15,46
339,58,83,19
340,50,65,100
341,79,37,55
342,71,66,91
343,80,58,75
344,80,10,96
345,78,52,10
346,66,72,60
347,67,100,41
348,79,97,91
349,79,0,55
350,80,79,1
351,77,1,10
352,59,38,94
353,80,96,93
354,75,68,38
355,27,59,43
356,23,5,74
357,35,94,82
358,29,91,18
359,42,12,58
360,23,22,64
361,31,5,90
362,23,89,57
363,34,22,92
364,25,60,64
1,31,30,54
2,37,11,33
3,41,30,16
4,25,70,42
5,31,98,8
6,29,83,20
7,25,78,91
8,36,27,7
9,39,21,67
10,35,72,7
11,47,75,28
12,37,55,100
13,21,82,87
14,36,67,29
15,46,47,83
16,49,66,20
17,28,38,52
18,47,30,71
19,39,87,35
20,44,88,28
21,23,91,57
22,24,61,14
23,25,45,40
24,35,51,18
25,36,54,23
26,22,1,72
27,34,24,87
28,25,12,65
29,46,8,82
30,33,65,87
31,24,59,80
32,34,28,41
33,37,89,43
34,48,55,69
35,46,77,24
36,50,70,81
37,31,96,44
38,33,83,57
39,35,93,72
40,34,62,67
41,50,27,5
42,39,39,77
43,27,62,40
44,48,26,80
45,20,43,48
46,24,16,41
47,45,92,63
48,30,45,50
49,50,58,82
50,24,65,29
51,50,12,14
52,49,50,74
53,50,61,96
54,37,92,50
55,46,20,5
56,21,4,90
57,47,37,65
58,30,79,92
59,40,76,100
60,34,36,24
61,46,46,62
62,43,31,29
63,39,39,96
64,47,37,22
65,28,46,75
66,33,16,18
67,30,38,42
68,43,55,57
69,36,37,96
70,33,31,77
71,27,81,0
72,35,0,59
73,37,2,50
74,42,82,50
75,48,88,5
76,41,49,47
77,35,69,43
78,26,15,24
79,27,46,58
80,33,61,24
81,37,15,82
82,39,47,37
83,40,67,20
84,33,68,6
85,26,10,43
86,44,87,21
87,22,76,24
88,32,31,21
89,47,59,19
90,24,58,17
91,32,8,15
92,30,91,76
93,75,1,4
94,46,65,17
95,47,67,61
96,74,27,39
97,54,37,10
98,79,67,93
99,51,90,44
100,77,13,60
101,57,58,52
102,75,52,58
103,50,86,2
104,40,29,76
105,63,65,21
106,42,55,73
107,48,86,7
108,60,87,0
109,68,71,29
110,72,67,63
111,53,74,89
112,80,32,89
113,56,60,72
114,45,0,89
115,48,41,84
116,79,99,80
117,40,88,30
118,80,31,70
119,80,96,13
120,42,46,8
121,74,100,3
122,79,77,75
123,69,25,88
124,75,94,34
125,47,63,26
126,56,3,65
127,51,4,60
128,62,96,23
129,45,26,4
130,56,33,77
131,56,63,54
132,52,97,28
133,75,96,80
134,68,34,43
135,73,28,46
136,75,47,90
137,79,9,2
138,53,61,36
139,43,14,65
140,62,36,86
141,50,6,8
142,42,72,98
143,63,44,74
144,70,28,68
145,75,57,9
146,45,31,37
147,63,3,71
148,69,45,33
149,54,46,63
150,58,11,39
151,79,34,43
152,63,65,28
153,68,29,26
154,79,7,35
155,46,18,65
156,67,13,38
157,60,16,45
158,80,91,25
159,70,36,59
160,52,17,35
161,42,24,40
162,57,56,67
163,76,49,87
164,58,39,15
165,44,100,48
166,57,72,52
167,60,25,14
168,58,52,11
169,80,72,99
170,48,4,3
171,87,5,90
172,89,15,13
173,98,65,58
174,97,18,92
175,101,30,4
176,77,15,64
177,70,41,58
178,101,14,95
179,96,13,41
180,108,93,55
181,97,19,20
182,101,75,95
183,86,14,43
184,89,44,18
185,100,16,53
186,106,91,20
187,85,13,3
188,92,83,94
189,80,50,94
190,84,96,100
191,74,57,83
192,85,19,67
193,90,64,60
194,75,59,86
195,110,43,25
196,90,35,63
197,109,33,30
198,81,50,60
199,106,84,78
200,89,36,61
201,77,3,58
202,71,30,6
203,73,95,59
204,94,22,41
205,95,61,65
206,109,90,41
207,89,38,93
208,109,39,1
209,96,24,6
210,89,65,70
211,110,25,47
212,101,48,40
213,108,15,26
214,102,10,83
215,80,52,71
216,77,84,30
